"additionalInfo/Accesibilidad/0/Entrada accesible para personas en silla de ruedas","additionalInfo/Accesibilidad/0/Estacionamiento accesible para personas en silla de ruedas","additionalInfo/Accesibilidad/1/Estacionamiento accesible para personas en silla de ruedas","additionalInfo/Accesibilidad/2/Sanitarios accesibles para personas en silla de ruedas","additionalInfo/Ambiente/0/A la moda","additionalInfo/Ambiente/1/Agradable","additionalInfo/Ambiente/2/Informal","additionalInfo/Ambiente/3/Relajado","additionalInfo/Aspectos destacados/0/Buen café","additionalInfo/Aspectos destacados/0/Buenos productos frescos","additionalInfo/Aspectos destacados/0/Chimenea","additionalInfo/Aspectos destacados/0/Muy buena selección de cervezas","additionalInfo/Aspectos destacados/1/Deliciosos postres","additionalInfo/Estacionamiento/0/Estacionamiento gratuito en la calle","additionalInfo/Información proporcionada por la empresa/0/Se identifica como mujer empresaria","additionalInfo/Menores/0/Ideal para ir con niños","additionalInfo/Opciones de servicio/0/Citas en línea","additionalInfo/Opciones de servicio/0/Compras en tienda","additionalInfo/Opciones de servicio/0/Consumo en el lugar","additionalInfo/Opciones de servicio/0/Entrega a domicilio","additionalInfo/Opciones de servicio/0/Entrega el mismo día","additionalInfo/Opciones de servicio/0/Entrega sin contacto","additionalInfo/Opciones de servicio/0/Retiros en la puerta","additionalInfo/Opciones de servicio/0/Servicios en el lugar","additionalInfo/Opciones de servicio/1/Citas en línea","additionalInfo/Opciones de servicio/1/Compras en tienda","additionalInfo/Opciones de servicio/1/Entrega a domicilio","additionalInfo/Opciones de servicio/1/Entrega el mismo día","additionalInfo/Opciones de servicio/1/Retiro en tienda","additionalInfo/Opciones de servicio/1/Servicios en el lugar","additionalInfo/Opciones de servicio/2/Compras en tienda","additionalInfo/Opciones de servicio/2/Entrega el mismo día","additionalInfo/Opciones de servicio/2/Para llevar","additionalInfo/Opciones de servicio/2/Retiro en tienda","additionalInfo/Opciones de servicio/2/Servicios en el lugar","additionalInfo/Opciones de servicio/3/Compras en tienda","additionalInfo/Opciones de servicio/3/Consumo en el lugar","additionalInfo/Opciones de servicio/3/Entrega el mismo día","additionalInfo/Opciones de servicio/4/Entrega el mismo día","additionalInfo/Opciones de servicio/4/Servicios en el lugar","additionalInfo/Opciones de servicio/5/Entrega el mismo día","additionalInfo/Opciones de servicio/6/Citas en línea","additionalInfo/Opciones del local/0/Almuerzo","additionalInfo/Opciones del local/0/Postres","additionalInfo/Opciones del local/1/Cena","additionalInfo/Pagos/0/Cheques","additionalInfo/Pagos/0/Pagos móviles mediante NFC","additionalInfo/Pagos/0/Solo dinero en efectivo","additionalInfo/Pagos/0/Tarjetas de crédito","additionalInfo/Pagos/0/Tarjetas de débito","additionalInfo/Pagos/1/Pagos móviles mediante NFC","additionalInfo/Pagos/1/Solo dinero en efectivo","additionalInfo/Pagos/1/Tarjetas de crédito","additionalInfo/Pagos/1/Tarjetas de débito","additionalInfo/Pagos/2/Tarjetas de crédito","additionalInfo/Pagos/2/Tarjetas de débito","additionalInfo/Pagos/3/Tarjetas de crédito","additionalInfo/Pagos/3/Tarjetas de débito","additionalInfo/Pagos/4/Tarjetas de crédito","additionalInfo/Planificación/0/Se aceptan reservas","additionalInfo/Planificación/0/Se recomienda concertar cita","additionalInfo/Planificación/0/Se requiere una cita","additionalInfo/Planificación/0/Visita rápida","additionalInfo/Planificación/1/Visita rápida","additionalInfo/Popular por/0/Almuerzo","additionalInfo/Popular por/1/Cena","additionalInfo/Público usual/0/Amigable con LGBTQ+","additionalInfo/Público usual/0/Recomendable para ir en familia","additionalInfo/Qué ofrece/0/Alcohol","additionalInfo/Qué ofrece/0/Bocadillos","additionalInfo/Qué ofrece/0/Productos orgánicos","additionalInfo/Qué ofrece/0/Servicio de armado","additionalInfo/Qué ofrece/1/Café","additionalInfo/Qué ofrece/1/Cerveza","additionalInfo/Qué ofrece/1/Servicios de reparación","additionalInfo/Qué ofrece/2/Comida","additionalInfo/Qué ofrece/2/Platos vegetarianos","additionalInfo/Qué ofrece/3/Vino","additionalInfo/Servicios/0/Sanitario","additionalInfo/Servicios/0/Sanitarios unisex","additionalInfo/Servicios/0/Wi-Fi","additionalInfo/Servicios/1/Taller mecánico","additionalInfo/Servicios/1/Tiene Wi-Fi gratis","additionalInfo/Servicios/1/Wi-Fi","additionalInfo/Servicios/2/Tiene Wi-Fi gratis","address","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categoryName","cid","city","claimThisBusiness","countryCode","fid","googleFoodUrl","imageUrl","imagesCount","isAdvertisement","kgmid","language","location/lat","location/lng","neighborhood","openingHours/0/day","openingHours/0/hours","openingHours/1/day","openingHours/1/hours","openingHours/2/day","openingHours/2/hours","openingHours/3/day","openingHours/3/hours","openingHours/4/day","openingHours/4/hours","openingHours/5/day","openingHours/5/hours","openingHours/6/day","openingHours/6/hours","permanentlyClosed","phone","phoneUnformatted","placeId","postalCode","price","rank","reviewsCount","reviewsDistribution/fiveStar","reviewsDistribution/fourStar","reviewsDistribution/oneStar","reviewsDistribution/threeStar","reviewsDistribution/twoStar","scrapedAt","searchPageUrl","searchString","state","street","temporarilyClosed","title","totalScore","url","website"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Necochea 2884, B7400 Olavarría, Provincia de Buenos Aires, Argentina","Servicio de informática","Tienda de informática",,,,,,"Servicio de informática","15557196487139999423","Olavarría","false","AR","0x959445c5be0d6315:0xd7e643c78cef3ebf",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=GVhDscP74evg6V3xMEZNew&cb_client=search.gws-prod.gps&w=408&h=240&yaw=243.75114&pitch=0&thumbfov=100","2","false","/g/11btwszhxv","es-419","-36.8924547","-60.3192685",,"miércoles","8:30 AM to 12 PM, 4:30 to 7:30 PM","jueves","8:30 AM to 12 PM, 4:30 to 7:30 PM","viernes","8:30 AM to 12 PM, 4:30 to 7:30 PM","sábado","9:30 AM to 12:30 PM","domingo","Cerrado","lunes","8:30 AM to 12 PM, 4:30 to 7:30 PM","martes","8:30 AM to 12 PM, 4:30 to 7:30 PM","false","+54 2284 45-9213","+542284459213","ChIJFWMNvsVFlJURvz7vjMdD5tc","B7400",,"19","26",,,,,,"2025-05-29T00:56:27.274Z","https://www.google.com/maps/search/electronica/@-36.88012314852887,-60.27155078404767,16z?hl=es-419","electronica","Provincia de Buenos Aires","Necochea 2884","false","GS Computacíón","4.7","https://www.google.com/maps/search/?api=1&query=GS%20Computac%C3%AD%C3%B3n&query_place_id=ChIJFWMNvsVFlJURvz7vjMdD5tc",
"true",,,,,,,,,,,,,,,,,,,"true",,,,,,,,,"true",,,"true",,,,,,,,,,,,,,,"true",,,,,,"true",,,"true","true",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,"146 3298, B7400 Olavarría, Provincia de Buenos Aires, Argentina","Tienda de repuestos de automóviles usados",,,,,,,"Tienda de repuestos de automóviles usados","6319282018357620489","Olavarría","false","AR","0x959446161666310f:0x57b29983c3b82f09",,"https://lh3.googleusercontent.com/gps-cs-s/AC9h4npABshwySV7CJwcBtJpZUMTIdUnchTIYaovyt4sWOKqn51Q44ViXWDPzeYqc7JdPMstqvFGbNzCfijVLgSuC4_DE4iSBDLky26x96vqVWq_dPsfIe1WI4iybm9tyj_tqz-4Xd_T=w408-h306-k-no","15","false","/g/11c60yfs1g","es-419","-36.8675926","-60.2817125",,"miércoles","8:30 AM to 4 PM","jueves","8:30 AM to 4 PM","viernes","8:30 AM to 4 PM","sábado","9 AM to 1 PM","domingo","Cerrado","lunes","8:30 AM to 4 PM","martes","8:30 AM to 4 PM","false","+54 2284 44-0759","+542284440759","ChIJDzFmFhZGlJURCS-4w4OZslc","B7400",,"2","343",,,,,,"2025-05-29T00:56:28.836Z","https://www.google.com/maps/search/repuestos/@-36.88012314852887,-60.27155078404767,16z?hl=es-419","repuestos","Provincia de Buenos Aires","146 3298","false","El Fronterizo","4.1","https://www.google.com/maps/search/?api=1&query=El%20Fronterizo&query_place_id=ChIJDzFmFhZGlJURCS-4w4OZslc","http://www.elfronterizo.com.ar/"
,"false",,,,,,,,,,,,,,,,,,"true",,,,,,,,,"true",,,"true",,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,"Área 226, B7400BVS Olavarría, Provincia de Buenos Aires, Argentina","Tienda de repuestos para automóviles",,,,,,,"Tienda de repuestos para automóviles","6381400508601515915","Olavarría","false","AR","0x959445bef438d6f9:0x588f49f3d4b0bf8b",,"https://lh3.googleusercontent.com/p/AF1QipPxD4yQbr9LqRUcAggYqjAnMa2bGyVLsoC60yFX=w408-h262-k-no","29","false","/g/11btx050m9","es-419","-36.8946674","-60.2824999",,"miércoles","8 AM to 5 PM","jueves","8 AM to 5 PM","viernes","8 AM to 5 PM","sábado","8 AM to 12:30 PM","domingo","Cerrado","lunes","8 AM to 5 PM","martes","8 AM to 5 PM","false","+54 2284 41-8020","+542284418020","ChIJ-dY49L5FlJURi7-w1PNJj1g","B7400",,"4","299",,,,,,"2025-05-29T00:56:28.836Z","https://www.google.com/maps/search/repuestos/@-36.88012314852887,-60.27155078404767,16z?hl=es-419","repuestos","Provincia de Buenos Aires","Área 226","false","Equipamientos Grand Prix - BRACCO / WALKER / GRABADO DE AUTOPARTES y CRISTALES","4.3","https://www.google.com/maps/search/?api=1&query=Equipamientos%20Grand%20Prix%20-%20BRACCO%20%2F%20WALKER%20%2F%20GRABADO%20DE%20AUTOPARTES%20y%20CRISTALES&query_place_id=ChIJ-dY49L5FlJURi7-w1PNJj1g",
,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,"true",,,"true",,,,,,,,,,,,,,,"true",,,,,,"true",,,"true","true",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,"Av. Urquiza 3363, B7400 Olavarría, Provincia de Buenos Aires, Argentina","Tienda de repuestos para automóviles",,,,,,,"Tienda de repuestos para automóviles","9145696823118032646","Olavarría","false","AR","0x959445d4f41460db:0x7eec0acdfd5e6f06",,"https://lh3.googleusercontent.com/gps-cs-s/AC9h4noTRUobMMjoNvkweecv7AvB39aOiZUdsHxAm4viq4E3HQvLiZj2iuHfogY3wpw6BwinnLKqOrzlh0o0Kz4fsfRT4PYL96ap0YLtHNcj9qXW6HmJdFswLenIKfj2K0kgRy6OtcPb=w426-h240-k-no","15","false","/g/11f39nsrl5","es-419","-36.8981439","-60.307793",,"miércoles","9 AM to 12:15 PM, 3:30 to 6:30 PM","jueves","9 AM to 12:15 PM, 3:30 to 6:30 PM","viernes","9 AM to 12:15 PM, 3:30 to 6:30 PM","sábado","9:30 AM to 12:30 PM","domingo","Cerrado","lunes","9 AM to 12:15 PM, 3:30 to 6:30 PM","martes","9 AM to 12:15 PM, 3 to 6:30 PM","false","+54 2284 42-6411","+542284426411","ChIJ22AU9NRFlJURBm9e_c0K7H4",,,"6","15",,,,,,"2025-05-29T00:56:28.836Z","https://www.google.com/maps/search/repuestos/@-36.88012314852887,-60.27155078404767,16z?hl=es-419","repuestos","Provincia de Buenos Aires","Av. Urquiza 3363","false","Repuestos Avenida","4.7","https://www.google.com/maps/search/?api=1&query=Repuestos%20Avenida&query_place_id=ChIJ22AU9NRFlJURBm9e_c0K7H4",
,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,"true",,,"true",,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,"Av. Pringles 4320, B7400 Olavarría, Provincia de Buenos Aires, Argentina","Tienda de repuestos para automóviles",,,,,,,"Tienda de repuestos para automóviles","689796770955079281","Olavarría","true","AR","0x959445bef1e83ad9:0x992a6822bfd2e71",,"https://lh3.googleusercontent.com/gps-proxy/ALd4DhH0R7chI28Z4V-1qb-9UaL1anEEvgVBMSt0zM-tqVdR9QHtW4U1JrUg4CAeIpB6Y-K0WxTksturlbyrRdoefwzlxH6l09Xii70pmlCnaPllbR0tprl0QqKu0oAbcCUUm30KnpEKxgE8uNrRXD-_tuJ2sQislUPc1w5NI1jOPsxOjGGqMLpNrTRft4NAJZ1JQVb29dU=w408-h306-k-no","2","false","/g/11btx0zs2w","es-419","-36.8878597","-60.304353",,,,,,,,,,,,,,,,"false","+54 2284 41-7417","+542284417417","ChIJ2Tro8b5FlJURcS79K4Kmkgk",,,"7","2",,,,,,"2025-05-29T00:56:28.836Z","https://www.google.com/maps/search/repuestos/@-36.88012314852887,-60.27155078404767,16z?hl=es-419","repuestos","Provincia de Buenos Aires","Av. Pringles 4320","false","Repuestos Dentaro","5","https://www.google.com/maps/search/?api=1&query=Repuestos%20Dentaro&query_place_id=ChIJ2Tro8b5FlJURcS79K4Kmkgk",
"false",,,,,,,,,,,,,,,,,,,"true",,,,,,,,,"true",,,"true",,,,,,,,,,,,,,,"true",,,,,,"true",,,"true","true",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,"España 3437, B7400DEW Buenos Aires, Provincia de Buenos Aires, Argentina","Tienda de repuestos para automóviles",,,,,,,"Tienda de repuestos para automóviles","16512456196932482293","Buenos Aires","false","AR","0x959445dab0acc439:0xe528076ca35bb4f5",,"https://lh3.googleusercontent.com/gps-proxy/ALd4DhF1RqtjVUjr1w15c0HPbeaNXZWQr0-KA-5tj0iFNMlotpEH8acpWO1eim6khiv6qjkXJib3xNc9PK26PVI3AJL0lAQVxmaNkT0-t_04qIfAko3yvPs-W5pdScOi192QR3zdoO_wic4KrunqI3x9KnaaFN_Y_LZeH9p6rOkp3cltY2Sww4z__ufHt3pjZoQ5HaVxIQ=w408-h306-k-no","5","false","/g/1tj349mz","es-419","-36.8913874","-60.3145618",,"miércoles","8:30 AM to 5 PM","jueves","8:30 AM to 5 PM","viernes","8:30 AM to 5 PM","sábado","8:30 AM to 12:30 PM","domingo","Cerrado","lunes","8:30 AM to 5 PM","martes","8:30 AM to 5 PM","false","+54 2284 42-0222","+542284420222","ChIJOcSssNpFlJUR9bRbo2wHKOU","B7400",,"8","105",,,,,,"2025-05-29T00:56:28.836Z","https://www.google.com/maps/search/repuestos/@-36.88012314852887,-60.27155078404767,16z?hl=es-419","repuestos","Provincia de Buenos Aires","España 3437","false","Autotractor S.A..","4.4","https://www.google.com/maps/search/?api=1&query=Autotractor%20S.A..&query_place_id=ChIJOcSssNpFlJUR9bRbo2wHKOU",
,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,"true",,,"true",,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,"Ruta 226, Km 295, B7400 Olavarría, Provincia de Buenos Aires, Argentina","Tienda de accesorios para automóviles",,,,,,,"Tienda de accesorios para automóviles","12560832539498087250","Olavarría","false","AR","0x959447be17198a5d:0xae510aa4fff38352",,"https://lh3.googleusercontent.com/p/AF1QipMjZINFKSsdJzyDG77EVyrASrJqTU3ToVqPp03D=w408-h270-k-no","13","false","/g/11p9z15ry8","es-419","-36.8942794","-60.2835884",,"miércoles","8 AM to 5 PM","jueves","8 AM to 5 PM","viernes","8 AM to 5 PM","sábado","8 AM to 12:30 PM","domingo","Cerrado","lunes","8 AM to 5 PM","martes","8 AM to 5 PM","false","+54 9 2284 68-6539","+5492284686539","ChIJXYoZF75HlJURUoPz_6QKUa4","B7400",,"17","14",,,,,,"2025-05-29T00:56:28.836Z","https://www.google.com/maps/search/repuestos/@-36.88012314852887,-60.27155078404767,16z?hl=es-419","repuestos","Provincia de Buenos Aires","Ruta 226, Km 295","false",". Prix Equipamientos 4x4 Bracco Walker","3.9","https://www.google.com/maps/search/?api=1&query=.%20Prix%20Equipamientos%204x4%20Bracco%20Walker&query_place_id=ChIJXYoZF75HlJURUoPz_6QKUa4","https://instagram.com/grandprixequipamientos4x4olav?igshid=ptg9vta1rs45"
,,,,,,,,,,,,,,,,,,,"true",,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DAB, Lamadrid 2382, B7400 Olavarría, Provincia de Buenos Aires, Argentina","Tienda de electrónica",,,,,,,"Tienda de electrónica","4110028885277177354","Olavarría","true","AR","0x959445c9a85dd091:0x3909c17ecb8a760a",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=XEywlZm5pX_L4xpTRNt4eQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=143.22182&pitch=0&thumbfov=100","1","false","/g/11h7s4wdth","es-419","-36.8979993","-60.3241657",,,,,,,,,,,,,,,,"false",,,"ChIJkdBdqMlFlJURCnaKy37BCTk","B7400",,"18","0",,,,,,"2025-05-29T00:56:31.088Z","https://www.google.com/maps/search/electronica/@-36.90762725147114,-60.37478441595233,16z?hl=es-419","electronica","Provincia de Buenos Aires","DAB, Lamadrid 2382","false","Audio Electronic",,"https://www.google.com/maps/search/?api=1&query=Audio%20Electronic&query_place_id=ChIJkdBdqMlFlJURCnaKy37BCTk",
,,,,,,,,,,,,,,,,,,,"true",,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gral. Paz 3207, B7400 Olavarría, Provincia de Buenos Aires, Argentina","Tienda de electrónica",,,,,,,"Tienda de electrónica","1299609799031873232","Olavarría","true","AR","0x959445004066b0a5:0x1209243a01e95ed0",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=P_RRDtfk8dZnrH1jwYSv2w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=59.070263&pitch=0&thumbfov=100","1","false","/g/11vwm710_k","es-419","-36.8971839","-60.3196865",,,,,,,,,,,,,,,,"false","+54 11 3569-5993","+541135695993","ChIJpbBmQABFlJUR0F7pATokCRI",,,"20","0",,,,,,"2025-05-29T00:56:31.088Z","https://www.google.com/maps/search/electronica/@-36.90762725147114,-60.37478441595233,16z?hl=es-419","electronica","Provincia de Buenos Aires","Gral. Paz 3207","false","Station Gamer",,"https://www.google.com/maps/search/?api=1&query=Station%20Gamer&query_place_id=ChIJpbBmQABFlJUR0F7pATokCRI",
,"false",,,,,,,,,,,,,,,,,,"true",,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,"Av. Pellegrini 1579, B7400 Olavarría, Provincia de Buenos Aires, Argentina","Tienda de alimentación","Mercado",,,,,,"Tienda de alimentación","2764833879324532192","Olavarría","true","AR","0x9594443a5fa45e7d:0x265ea9c3b81a9de0",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=EhfVGvJyH9sT1Hf4S5hsXw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=320.34946&pitch=0&thumbfov=100","1","false","/g/11btx0l0zb","es-419","-36.914412","-60.318335",,,,,,,,,,,,,,,,"false",,,"ChIJfV6kXzpElJUR4J0auMOpXiY","B7400",,"20","0",,,,,,"2025-05-29T00:56:31.263Z","https://www.google.com/maps/search/tienda/@-36.90762725147114,-60.37478441595233,16z?hl=es-419","tienda","Provincia de Buenos Aires","Av. Pellegrini 1579","false","Mercado Pelegrini",,"https://www.google.com/maps/search/?api=1&query=Mercado%20Pelegrini&query_place_id=ChIJfV6kXzpElJUR4J0auMOpXiY",
"true",,"true",,,,,,,,,,,,,,,,,"true",,,,,,,,,"true",,,"true",,,,,,,,,,,,,,,"true",,,,,,"true",,,"true","true",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,"Cnel. Suárez 2752, B7400 KKJ, Provincia de Buenos Aires, Argentina","Farmacia",,,,,,,"Farmacia","543780869182431870","KKJ","false","AR","0x959445c7d659a82f:0x78be5d1c745a27e",,"https://lh3.googleusercontent.com/gps-proxy/ALd4DhFp7vyWp6oWC_qMud7zGBqDF5bzgc7D4_SDSXk_5CsoP6Qvj7OZZ4omVS-I3Mo3xpm9wn7MUjgC6pSwzd1UU3srKWa-2UYz0L3XWrzYuGk13HHYimlwXgISuCrBoYZIoiF7bGxU1eRfENV4kwbZTzhDvf8FqeKXPSrEMQTVq7hNBifqkqI-2qFr-sFFGRn5AeYnu64=w408-h306-k-no","14","false","/g/11gb3yxypm","es-419","-36.8949626","-60.3244959",,"miércoles","8 AM to 8 PM","jueves","8 AM to 8 PM","viernes","8 AM to 8 PM","sábado","8:30 AM to 12:30 PM","domingo","Cerrado","lunes","8 AM to 8 PM","martes","8 AM to 8 PM","false","+54 2284 42-2013","+542284422013","ChIJL6hZ1sdFlJURfqJFx9Hliwc","B7400",,"12","150",,,,,,"2025-05-29T00:56:31.581Z","https://www.google.com/maps/search/comercio/@-36.90762725147114,-60.37478441595233,16z?hl=es-419","comercio","Provincia de Buenos Aires","Cnel. Suárez 2752","false","Farmacia CECO - Centro Empleados de Comercio de Olavarria","4.6","https://www.google.com/maps/search/?api=1&query=Farmacia%20CECO%20-%20Centro%20Empleados%20de%20Comercio%20de%20Olavarria&query_place_id=ChIJL6hZ1sdFlJURfqJFx9Hliwc","http://www.ceco.org.ar/"
,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,"true",,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,"Hipólito Yrigoyen 1410, B7400LWT Gran Buenos Aires, Provincia de Buenos Aires, Argentina","Tienda de ropa",,,,,,,"Tienda de ropa","5054247639392475447","Gran Buenos Aires","true","AR","0x959445932c346167:0x46244b7310d85937",,"https://lh3.googleusercontent.com/gps-proxy/ALd4DhG0-A_ls_KzGmvtk9KN_JElzM9RzGlcIe_-FDSPG1tnpUD1ax5Lrohju-hEZU-ezZOQ4Z3wRoqWOV8vFSt6k2OdWnhzKPvUxx7BcLJ7T1pDT01DnpEMRvQCw8A6oaaDpbyafhki6xQYUQWFhhh5BzF-jDAaExP7kuid7b5f7_b4u2SC5xqgO0LBWa5Cbk9FWBr3sVE=w408-h306-k-no","5","false","/g/11btwtftfy","es-419","-36.8791463","-60.3272047",,"miércoles","8:30 AM to 4:30 PM","jueves","8:30 AM to 4:30 PM","viernes","8:30 AM to 4:30 PM","sábado","8:30 AM to 4:30 PM","domingo","8:30 AM to 4:30 PM","lunes","8:30 AM to 4:30 PM","martes","8:30 AM to 4:30 PM","false","+54 2284 52-3693","+542284523693","ChIJZ2E0LJNFlJURN1nYEHNLJEY","B7400",,"15","53",,,,,,"2025-05-29T00:56:31.581Z","https://www.google.com/maps/search/comercio/@-36.90762725147114,-60.37478441595233,16z?hl=es-419","comercio","Provincia de Buenos Aires","Hipólito Yrigoyen 1410","false","Tavi","4.6","https://www.google.com/maps/search/?api=1&query=Tavi&query_place_id=ChIJZ2E0LJNFlJURN1nYEHNLJEY",
,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,"Av. Urquiza 2367, B7400 Olavarría, Provincia de Buenos Aires, Argentina","Kiosco",,,,,,,"Kiosco","1356062593552946561","Olavarría","true","AR","0x959445ea0a3e8161:0x12d1b3be7deb1581",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Imz-Udqw_wJjlNwFHk_7Uw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=136.67201&pitch=0&thumbfov=100","1","false","/g/11h3bj_7qx","es-419","-36.9049818","-60.3157472",,"miércoles","8 AM to 11 PM","jueves","8 AM to 11 PM","viernes","8 AM to 11 PM","sábado","8 AM to 11 PM","domingo","Cerrado","lunes","8 AM to 11 PM","martes","8 AM to 11 PM","false","+54 2284 22-6652","+542284226652","ChIJYYE-CupFlJURgRXrfb6z0RI","B7400",,"17","3",,,,,,"2025-05-29T00:56:31.581Z","https://www.google.com/maps/search/comercio/@-36.90762725147114,-60.37478441595233,16z?hl=es-419","comercio","Provincia de Buenos Aires","Av. Urquiza 2367","false","KIOSCO MUZZY","5","https://www.google.com/maps/search/?api=1&query=KIOSCO%20MUZZY&query_place_id=ChIJYYE-CupFlJURgRXrfb6z0RI",
,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,"true",,,"true",,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,"Av. Ituzaingó 2285, B7400 Olavarría, Provincia de Buenos Aires, Argentina","Tienda de alimentos para animales","Tienda de productos para mascotas",,,,,,"Tienda de alimentos para animales","13018323372099781506","Olavarría","true","AR","0x959445bd673784dd:0xb4aa6022052c4382",,"https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq_OC5j9tclIIwpLByCOuKWfdnFZBn9ozden9ofyjV-sFRZuuUDTQF8A4iobDehcCQtW81ZabL8THNjb3aWS9qsg6gZCfkbgDEC_nCLdSbBC1oS6IxuKTicY1cBofWE5j8JUbw0=w408-h883-k-no","5","false","/g/11btwqm8fs","es-419","-36.8890407","-60.3369592",,,,,,,,,,,,,,,,"false",,,"ChIJ3YQ3Z71FlJURgkMsBSJgqrQ","B7400",,"19","46",,,,,,"2025-05-29T00:56:31.582Z","https://www.google.com/maps/search/comercio/@-36.90762725147114,-60.37478441595233,16z?hl=es-419","comercio","Provincia de Buenos Aires","Av. Ituzaingó 2285","false","Forrajería Lo de Precci","4.6","https://www.google.com/maps/search/?api=1&query=Forrajer%C3%ADa%20Lo%20de%20Precci&query_place_id=ChIJ3YQ3Z71FlJURgkMsBSJgqrQ",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rufino Fal 1756, B7400 Olavarría, Provincia de Buenos Aires, Argentina","Oficinas de empresa","Empresa de software",,,,,,"Oficinas de empresa","8387675824151818117","Olavarría","false","AR","0x959445eee92d6e21:0x746702b8e5b36f85",,"https://lh3.googleusercontent.com/p/AF1QipOA95soAjRjeG6TDiVMn41X-KoGRTCn5Q7RVbaf=w628-h240-k-no","11","false","/g/11cs2sm0sy","es-419","-36.8773841","-60.3191622",,"miércoles","9 AM to 4 PM","jueves","9 AM to 4 PM","viernes","9 AM to 4 PM","sábado","10 AM to 1 PM","domingo","Cerrado","lunes","9 AM to 4 PM","martes","9 AM to 4 PM","false","+54 2284 36-2990","+542284362990","ChIJIW4t6e5FlJURhW-z5bgCZ3Q",,,"16","9",,,,,,"2025-05-29T00:56:33.331Z","https://www.google.com/maps/search/electronica/@-36.85261904558659,-60.34037320531744,16z?hl=es-419","electronica","Provincia de Buenos Aires","Rufino Fal 1756","false","SevenSoft Servicios Informáticos","4.4","https://www.google.com/maps/search/?api=1&query=SevenSoft%20Servicios%20Inform%C3%A1ticos&query_place_id=ChIJIW4t6e5FlJURhW-z5bgCZ3Q",
