"additionalInfo/Accesibilidad/0/Entrada accesible para personas en silla de ruedas","additionalInfo/Accesibilidad/0/Estacionamiento accesible para personas en silla de ruedas","additionalInfo/Accesibilidad/0/Sanitarios accesibles para personas en silla de ruedas","additionalInfo/Accesibilidad/1/Estacionamiento accesible para personas en silla de ruedas","additionalInfo/Aspectos destacados/0/Buenos productos frescos","additionalInfo/Información proporcionada por la empresa/0/Se identifica como mujer empresaria","additionalInfo/Opciones de servicio/0/Entrega a domicilio","additionalInfo/Opciones de servicio/0/Entrega el mismo día","additionalInfo/Opciones de servicio/0/Entrega sin contacto","additionalInfo/Opciones de servicio/0/Retiro en tienda","additionalInfo/Opciones de servicio/1/Compras en tienda","additionalInfo/Opciones de servicio/1/Entrega a domicilio","additionalInfo/Opciones de servicio/1/Entrega el mismo día","additionalInfo/Opciones de servicio/1/Retiro en tienda","additionalInfo/Opciones de servicio/2/Compras en tienda","additionalInfo/Opciones de servicio/2/Entrega el mismo día","additionalInfo/Opciones de servicio/2/Retiro en tienda","additionalInfo/Opciones de servicio/3/Compras en tienda","additionalInfo/Opciones de servicio/3/Entrega el mismo día","additionalInfo/Opciones de servicio/4/Entrega el mismo día","additionalInfo/Pagos/0/Cheques","additionalInfo/Pagos/0/Pagos móviles mediante NFC","additionalInfo/Pagos/0/Tarjetas de crédito","additionalInfo/Pagos/0/Tarjetas de débito","additionalInfo/Pagos/1/Pagos móviles mediante NFC","additionalInfo/Pagos/1/Tarjetas de crédito","additionalInfo/Pagos/1/Tarjetas de débito","additionalInfo/Pagos/2/Tarjetas de crédito","additionalInfo/Pagos/2/Tarjetas de débito","additionalInfo/Pagos/3/Tarjetas de crédito","additionalInfo/Pagos/3/Tarjetas de débito","additionalInfo/Planificación/0/Visita rápida","additionalInfo/Público usual/0/Amigable con LGBTQ+","additionalInfo/Público usual/1/Espacio seguro para personas transgénero","additionalInfo/Qué ofrece/0/Combustible diésel","additionalInfo/Qué ofrece/0/Comida","additionalInfo/Qué ofrece/0/Comida preparada","additionalInfo/Qué ofrece/1/Gasolinera con servicio completo","additionalInfo/Qué ofrece/2/Intercambio de tanques de propano","additionalInfo/Qué ofrece/3/Lavadero de autos","additionalInfo/Servicios/0/Minimercado","additionalInfo/Servicios/1/Sanitario","address","categories/0","categories/1","categories/2","categories/3","categoryName","cid","city","claimThisBusiness","countryCode","description","domain","emails/0","emails/1","facebooks/0","fid","googleFoodUrl","imageUrl","imagesCount","instagrams/0","instagrams/1","isAdvertisement","kgmid","language","linkedIns/0","location/lat","location/lng","neighborhood","openingHours/0/day","openingHours/0/hours","openingHours/1/day","openingHours/1/hours","openingHours/2/day","openingHours/2/hours","openingHours/3/day","openingHours/3/hours","openingHours/4/day","openingHours/4/hours","openingHours/5/day","openingHours/5/hours","openingHours/6/day","openingHours/6/hours","permanentlyClosed","phone","phoneUnformatted","phones/0","phones/1","phones/2","phonesUncertain/0","phonesUncertain/1","phonesUncertain/2","phonesUncertain/3","placeId","postalCode","price","rank","reviews","reviewsCount","reviewsDistribution/fiveStar","reviewsDistribution/fourStar","reviewsDistribution/oneStar","reviewsDistribution/threeStar","reviewsDistribution/twoStar","scrapedAt","searchPageUrl","searchString","state","street","temporarilyClosed","title","totalScore","twitters/0","url","website","youtubes/0"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lavalle 721, B7203 Rauch, Provincia de Buenos Aires, Argentina","Comercio",,,,"Comercio","13761181404009420430","Rauch","false","AR",,,,,,"0x959727426451a887:0xbef98993bbb1568e",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=sbY_XwOKJv1xygI6DpaiHw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=299.10574&pitch=0&thumbfov=100","1",,,"false","/g/11bbrld9pv","es-419",,"-36.7732353","-59.0893059",,,,,,,,,,,,,,,,"false","+54 249 447-6368","+542494476368",,,,,,,,"ChIJh6hRZEInl5URjlaxu5OJ-b4","B7203",,"20",,"4",,,,,,"2025-06-15T22:40:43.050Z","https://www.google.com/maps/search/comercio/@-36.7747513,-59.0866666,15z?hl=es-419","comercio","Provincia de Buenos Aires","Lavalle 721","false","Remis Plaza","3.8",,"https://www.google.com/maps/search/?api=1&query=Remis%20Plaza&query_place_id=ChIJh6hRZEInl5URjlaxu5OJ-b4",,
,,,,"true",,"true",,,,,,"true",,,,,,,,,"true",,,,"true",,,"true","true",,"true","true","true",,,,,,,,,"Alem 590 598, B7203 Rauch, Provincia de Buenos Aires, Argentina","Supermercado",,,,"Supermercado","8190720705356423794","Rauch","false","AR",,,,,,"0x9597275b95ab3383:0x71ab4915d134e272",,"https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqDNj2rW3Pg0ZnyvgMFqoccdgKMM1PdXaL1I-37PTFUpptnpY_Virj43SfHgi7LLc_SPcQ31Eerhg4HHU6gTFAZERgeJoDdm_CdyAKoYHBjqAmXYe7yesUx6ESnl63fINWdZMIcug=w408-h725-k-no","32",,,"false","/g/11c76lx_wp","es-419",,"-36.7703616","-59.0969038",,"domingo","8:30 AM to 10:30 PM","lunes","8:30 AM to 10:30 PM","martes","8:30 AM to 10:30 PM","miércoles","8:30 AM to 10:30 PM","jueves","8:30 AM to 10:30 PM","viernes","8:30 AM to 10:30 PM","sábado","8:30 AM to 10:30 PM","false","+54 249 431-7611","+542494317611",,,,,,,,"ChIJgzOrlVsnl5URcuI00RVJq3E","B7203",,"19",,"29",,,,,,"2025-06-15T22:40:43.050Z","https://www.google.com/maps/search/comercio/@-36.7747513,-59.0866666,15z?hl=es-419","comercio","Provincia de Buenos Aires","Alem 590 598","false","Autoservicio La Suerte","4.4",,"https://www.google.com/maps/search/?api=1&query=Autoservicio%20La%20Suerte&query_place_id=ChIJgzOrlVsnl5URcuI00RVJq3E",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Parque Industrial, RP30, B7203 Rauch, Provincia de Buenos Aires, Argentina","Fábrica",,,,"Fábrica","76783546190628796","Rauch","false","AR",,"silossancayetano.com.ar","info@silossancayetano.com.ar",,"https://www.facebook.com/silos.sancayetano","0x95972769ccd7e989:0x110ca3a7b4987bc",,"https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqSbIzggV8sTLLgK5lmViDXPTj8tjwkHmrfWS5YW_EzuJk-9ksvd_TNTirURMJW3ESb6HL5jlPdMPq-NCQxKLqe7-DJQ-uiEOFE55r13njTdUFwyLbkirAFQwTBn2Coyyv3AMI=w427-h240-k-no","29","https://www.instagram.com/silos.sancayetano/",,"false","/g/1tvtcj98","es-419","https://ar.linkedin.com/in/silos-san-cayetano-27238198","-36.7829704","-59.0651283",,"domingo","Cerrado","lunes","8 AM to 12 PM, 2 to 6 PM","martes","8 AM to 12 PM, 2 to 6 PM","miércoles","8 AM to 12 PM, 2 to 6 PM","jueves","8 AM to 12 PM, 2 to 6 PM","viernes","8 AM to 12 PM, 2 to 6 PM","sábado","Cerrado","false","+54 2297 44-2129","+542297442129",,,,"0249-154581","2297-442129",,,"ChIJienXzGknl5URvIdJezrKEAE","B7203",,"10",,"5",,,,,,"2025-06-15T22:40:28.799Z","https://www.google.com/maps/search/maquinaria/@-36.80229206090462,-59.1210622811497,15z?hl=es-419","maquinaria","Provincia de Buenos Aires","Parque Industrial, RP30","false","Silos San Cayetano","5",,"https://www.google.com/maps/search/?api=1&query=Silos%20San%20Cayetano&query_place_id=ChIJienXzGknl5URvIdJezrKEAE","https://silossancayetano.com.ar/",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brandsen 1792, B7203 Rauch, Provincia de Buenos Aires, Argentina","Comercio",,,,"Comercio","14377774536431740897","Rauch","true","AR",,,,,,"0x959727001d4ec9a1:0xc7881dc3a0aba7e1",,,,,,"false","/g/11yd5lh1zq","es-419",,"-36.7717438","-59.0897408",,,,,,,,,,,,,,,,"false",,,,,,,,,,"ChIJoclOHQAnl5UR4aeroMMdiMc","B7203",,"18",,"0",,,,,,"2025-06-15T22:40:43.050Z","https://www.google.com/maps/search/comercio/@-36.7747513,-59.0866666,15z?hl=es-419","comercio","Provincia de Buenos Aires","Brandsen 1792","false","Primera parada",,,"https://www.google.com/maps/search/?api=1&query=Primera%20parada&query_place_id=ChIJoclOHQAnl5UR4aeroMMdiMc",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BMW, Rondeau 2019, B7203 Rauch, Provincia de Buenos Aires, Argentina","Comercio",,,,"Comercio","10411468049786228213","Rauch","true","AR",,,,,,"0x959727147c70aeaf:0x907cf70769d64df5",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1TSMmFJn5-zWEKc_FbBmSA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=44.32281&pitch=0&thumbfov=100","1",,,"false","/g/11hyl505pp","es-419",,"-36.7736494","-59.0776384",,,,,,,,,,,,,,,,"false",,,,,,,,,,"ChIJr65wfBQnl5UR9U3WaQf3fJA","B7203",,"17",,"3",,,,,,"2025-06-15T22:40:43.050Z","https://www.google.com/maps/search/comercio/@-36.7747513,-59.0866666,15z?hl=es-419","comercio","Provincia de Buenos Aires","BMW, Rondeau 2019","false","Dualde Automotores","3.7",,"https://www.google.com/maps/search/?api=1&query=Dualde%20Automotores&query_place_id=ChIJr65wfBQnl5UR9U3WaQf3fJA",,
,,,,"true",,"true",,,,,,"true",,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,"B7203BEI BEI Rauch Buenos Aires AR, Olavarría 401-499, B7203, Argentina","Supermercado",,,,"Supermercado","5579689230921442139","Rauch","true","AR",,,,,,"0x9597276c9f550cc5:0x4d6f09cb0625235b",,"https://lh3.googleusercontent.com/gps-cs-s/AC9h4npxtK23_mrvsKPZBBaDtP8W6ZWRVqDc8vMIqRIa2fwZI-jzmmfues90ZbpMcxv1E9HwbVzhGMSn-7TRk_2F-vZEAg5DKKq76QeYICUMr-yYPuoc1Yj8t95buIjeTgo1sw25ygda=w408-h544-k-no","21",,,"false","/g/11c56b3xqm","es-419",,"-36.7772782","-59.082597",,"domingo","Cerrado","lunes","7:30 AM to 12:30 PM, 4 to 8:30 PM","martes","7:30 AM to 12:30 PM, 4 to 8:30 PM","miércoles","7:30 AM to 12:30 PM, 4 to 8:30 PM","jueves","7:30 AM to 12:30 PM, 4 to 8:30 PM","viernes","7:30 AM to 12:30 PM, 4 to 8:30 PM","sábado","7:30 AM to 12:30 PM, 4 to 8:30 PM","false",,,,,,,,,,"ChIJxQxVn2wnl5URWyMlBssJb00","B7203",,"15",,"54",,,,,,"2025-06-15T22:40:43.050Z","https://www.google.com/maps/search/comercio/@-36.7747513,-59.0866666,15z?hl=es-419","comercio","Provincia de Buenos Aires","B7203BEI BEI Rauch Buenos Aires AR, Olavarría 401-499","false","Mercado Guillenea","3.9",,"https://www.google.com/maps/search/?api=1&query=Mercado%20Guillenea&query_place_id=ChIJxQxVn2wnl5URWyMlBssJb00",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Av. San Martín 439, B7203 Rauch, Provincia de Buenos Aires, Argentina",,,,,,"15104750519969108217","Rauch","true","AR",,,,,,"0x95972768451388ad:0xd19eda91cba7d0f9",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=e9QkvY4OU-M59CMW-K-Wuw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=281.912&pitch=0&thumbfov=100","1",,,"false","/g/11wg9h8vcl","es-419",,"-36.776132","-59.0906475",,,,,,,,,,,,,,,,"false",,,,,,,,,,"ChIJrYgTRWgnl5UR-dCny5HantE","B7203",,"13",,"0",,,,,,"2025-06-15T22:40:43.050Z","https://www.google.com/maps/search/comercio/@-36.7747513,-59.0866666,15z?hl=es-419","comercio","Provincia de Buenos Aires","Av. San Martín 439","false","Club Comercio Rauch",,,"https://www.google.com/maps/search/?api=1&query=Club%20Comercio%20Rauch&query_place_id=ChIJrYgTRWgnl5UR-dCny5HantE",,
,,,,,,"true",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Av. San Martín 1060, B7203 Rauch, Provincia de Buenos Aires, Argentina","Comercio",,,,"Comercio","13733978149353790418","Rauch","true","AR",,,,,,"0x95972741c710372b:0xbe98e45c71359bd2",,"https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqwCU8x35B6jrbFx0Ri67AAgUcBZwey3SeH-etwdb-8Kf1dfd11lYwg3fGaGWT4Q8ACfWQu_guQbrDDZaflGd9nBfYplF_I-JunAFrzDMieefRwWgJrip37_FbbAWXGTujrsE4vnA=w408-h725-k-no","3",,,"false","/g/11bbrhvzdl","es-419",,"-36.7716727","-59.0850317",,,,,,,,,,,,,,,,"false","+54 2297 44-0384","+542297440384",,,,,,,,"ChIJKzcQx0Enl5UR0ps1cVzkmL4","B7203",,"3",,"2",,,,,,"2025-06-15T22:40:43.049Z","https://www.google.com/maps/search/comercio/@-36.7747513,-59.0866666,15z?hl=es-419","comercio","Provincia de Buenos Aires","Av. San Martín 1060","false","Arturo E Dualde","4.5",,"https://www.google.com/maps/search/?api=1&query=Arturo%20E%20Dualde&query_place_id=ChIJKzcQx0Enl5UR0ps1cVzkmL4",,
,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,"B7203 Rauch, Provincia de Buenos Aires, Argentina","Tienda de alimentación",,,,"Tienda de alimentación","2016416358919184585","Rauch","true","AR",,,,,,"0x9597271306fd0c91:0x1bfbbffeb8aa20c9",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=nISbCaue5rWylfvOqo282w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=153.0823&pitch=0&thumbfov=100","1",,,"false","/g/11x2pggj2b","es-419",,"-36.7778107","-59.0785332",,,,,,,,,,,,,,,,"false",,,,,,,,,,"ChIJkQz9BhMnl5URySCquP6_-xs",,,"37",,"0",,,,,,"2025-06-15T22:40:43.738Z","https://www.google.com/maps/search/comercio/@-36.7747513,-59.0866666,15z?hl=es-419","comercio","Provincia de Buenos Aires",,"false","minimerca YABBESET",,,"https://www.google.com/maps/search/?api=1&query=minimerca%20YABBESET&query_place_id=ChIJkQz9BhMnl5URySCquP6_-xs",,
,,,,,,"true",,,,,,"true",,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,"Alem 590, B7203 Rauch, Provincia de Buenos Aires, Argentina","Tienda general",,,,"Tienda general","15993478119171813721","Rauch","true","AR",,,,,,"0x9597273913d7d6bd:0xddf43f9cc037f159",,"https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrl-gGdrK1cWBlNFblAWsQnYBaECYYreZvW4F2ZQQ8rx5SQKJaO0-jqk4LjWPmV266IayxgdTxakhvBbqfcj-LYIqB3fmFYuDNTQTRx5jHqdYiNhHkXrJ7FNKkfXNFPJBc7Mdyy=w426-h240-k-no","10",,,"false","/g/11vdbh1gvw","es-419",,"-36.7699042","-59.0975225",,"domingo","10 AM to 10 PM","lunes","10 AM to 10 PM","martes","10 AM to 10 PM","miércoles","10 AM to 10 PM","jueves","10 AM to 10 PM","viernes","10 AM to 10 PM","sábado","10 AM to 10 PM","false",,,,,,,,,,"ChIJvdbXEzknl5URWfE3wJw_9N0","B7203",,"32",,"0",,,,,,"2025-06-15T22:40:43.737Z","https://www.google.com/maps/search/comercio/@-36.7747513,-59.0866666,15z?hl=es-419","comercio","Provincia de Buenos Aires","Alem 590","false","Minimercado Tu Ahorro",,,"https://www.google.com/maps/search/?api=1&query=Minimercado%20Tu%20Ahorro&query_place_id=ChIJvdbXEzknl5URWfE3wJw_9N0",,
,,,,,,"true",,,,,,"true",,,,,,,,,,"true",,,,"true","true",,,,"true",,,,,,,,,,,"Garralda 448, B7203 ASJ, Provincia de Buenos Aires, Argentina","Comercio",,,,"Comercio","17689169509422915300","ASJ","true","AR",,,,,,"0x959727681a8988d3:0xf57c8df294d2dee4",,"https://lh3.googleusercontent.com/gps-cs-s/AC9h4nryKlfC9iz03NObOi8ZI4g3DgldPiIDV89XDmxbtpEnhvEarOjkT1gd0P7OJ-8wLAYxggeF59orrl803pbGRhMkyphvfQ8gv5yzbXCW6cutbcGMVj2MMTVk2_jS1kVstDfgJLbF=w408-h306-k-no","4",,,"false","/g/11ggn5ktng","es-419",,"-36.7754326","-59.0916185",,"domingo","Cerrado","lunes","9:30 AM to 12 PM, 5 to 8 PM","martes","9:30 AM to 12 PM, 5 to 8 PM","miércoles","9:30 AM to 12 PM, 5 to 8 PM","jueves","9:30 AM to 12 PM, 5 to 8 PM","viernes","9:30 AM to 12 PM, 5 to 8 PM","sábado","9:30 AM to 12 PM, 5 to 8 PM","false","+54 2297 44-0079","+542297440079",,,,,,,,"ChIJ04iJGmgnl5UR5N7SlPKNfPU","B7203",,"64",,"7","5","2","0","0","0","2025-06-15T22:40:45.219Z","https://www.google.com/maps/search/comercio/@-36.7747513,-59.0866666,15z?hl=es-419","comercio","Provincia de Buenos Aires","Garralda 448","false","Juguetería Sapo Pepe","4.7",,"https://www.google.com/maps/search/?api=1&query=Jugueter%C3%ADa%20Sapo%20Pepe&query_place_id=ChIJ04iJGmgnl5UR5N7SlPKNfPU",,
,,,,"true",,,"true",,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,"Garralda 582, B7203 Rauch, Provincia de Buenos Aires, Argentina","Tienda de alimentación",,,,"Tienda de alimentación","10012962594823716745","Rauch","true","AR",,,,,,"0x9597276827fdeb43:0x8af5306dd5bdbf89",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ken2ob53xaCwmPV_rDopkA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=160.72977&pitch=0&thumbfov=100","1",,,"false","/g/11lf02877z","es-419",,"-36.7743939","-59.0905481",,,,,,,,,,,,,,,,"false",,,,,,,,,,"ChIJQ-v9J2gnl5URib-91W0w9Yo","B7203",,"63",,"0",,,,,,"2025-06-15T22:40:45.219Z","https://www.google.com/maps/search/comercio/@-36.7747513,-59.0866666,15z?hl=es-419","comercio","Provincia de Buenos Aires","Garralda 582","false","La Esquina",,,"https://www.google.com/maps/search/?api=1&query=La%20Esquina&query_place_id=ChIJQ-v9J2gnl5URib-91W0w9Yo",,
,,,,,,,"true",,,,,,,,,,,,,,,"true",,,,"true","true",,,,"true",,,,,,,,,,,"Av. Matheu 296, B7203 BBP, Provincia de Buenos Aires, Argentina","Tienda de artículos para el hogar",,,,"Tienda de artículos para el hogar","10989745419986807291","BBP","true","AR",,,,,,"0x959727758a14befd:0x98836b3bba4a29fb",,"https://lh3.googleusercontent.com/gps-cs-s/AC9h4no_3CG4YzXy5-eO1PNr-s8oenIuQ40U80DzMe3pozrI_sUcBPtssUJcEUn2qI5DJX8qBbsapU1aX9_VWknvw0IpxiR4sg2uNGo2o8e0Fl1VJ6bzhTgvZb_sv2vtqIF6XwBwNPgL=w408-h306-k-no","12",,,"false","/g/11qm9q869g","es-419",,"-36.7815648","-59.0906236",,"domingo","Cerrado","lunes","9 AM to 12:45 PM, 5:30 to 8:30 PM","martes","9 AM to 12:45 PM, 5:30 to 8:30 PM","miércoles","9 AM to 12:45 PM, 5:30 to 8:30 PM","jueves","9 AM to 12:45 PM, 5:30 to 8:30 PM","viernes","9 AM to 12:45 PM, 5:30 to 8:30 PM","sábado","9 AM to 12:45 PM","false",,,,,,,,,,"ChIJ_b4UinUnl5UR-ylKujtrg5g","B7203",,"61",,"7","6","1","0","0","0","2025-06-15T22:40:45.219Z","https://www.google.com/maps/search/comercio/@-36.7747513,-59.0866666,15z?hl=es-419","comercio","Provincia de Buenos Aires","Av. Matheu 296","false","""La Safita"" artículos de limpieza y bazar.","4.9",,"https://www.google.com/maps/search/?api=1&query=%22La%20Safita%22%20art%C3%ADculos%20de%20limpieza%20y%20bazar.&query_place_id=ChIJ_b4UinUnl5UR-ylKujtrg5g",,
,,,,,,"true",,,,,,"true",,,,,,,,,"true",,,,"true",,,"true","true",,"true",,,,,,,,,,,"B7203BIR, Av. Pres. Juan Domingo Perón 410, B7203BIR Rauch, Provincia de Buenos Aires, Argentina","Ferretería",,,,"Ferretería","5766988482384025291","Rauch","true","AR",,,,,,"0x9597275b57e37371:0x500875784c44d6cb",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=UxS5SOTqML71LW3pTDldMQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=46.977833&pitch=0&thumbfov=100","1",,,"false","/g/11c329nq23","es-419",,"-36.7704742","-59.0930384",,"domingo","9 AM to 12 PM","lunes","8 AM to 8 PM","martes","8 AM to 8 PM","miércoles","8 AM to 8 PM","jueves","8 AM to 8 PM","viernes","8 AM to 8 PM","sábado","8 AM to 8 PM","false","+54 249 466-2890","+542494662890",,,,,,,,"ChIJcXPjV1snl5URy9ZETHh1CFA","B7203",,"12",,"62",,,,,,"2025-06-15T22:40:44.917Z","https://www.google.com/maps/search/repuestos/@-36.7747513,-59.0866666,15z?hl=es-419","repuestos","Provincia de Buenos Aires","B7203BIR, Av. Pres. Juan Domingo Perón 410","false","Ferreteria TATO","4.6",,"https://www.google.com/maps/search/?api=1&query=Ferreteria%20TATO&query_place_id=ChIJcXPjV1snl5URy9ZETHh1CFA",,
,,,,,,"true",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Av. Gral. Paz 350, B7203ATH Rauch, Provincia de Buenos Aires, Argentina","Tienda general",,,,"Tienda general","16526573430777448410","Rauch","true","AR",,,,,,"0x95972700617cfad9:0xe55a2ef947e607da",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=BdJD3H_5-1BzKhrRJi-0nw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=119.88067&pitch=0&thumbfov=100","2",,,"false","/g/11y55_q2zx","es-419",,"-36.7826955","-59.0844884",,,,,,,,,,,,,,,,"false","+54 249 433-2251","+542494332251",,,,,,,,"ChIJ2fp8YQAnl5UR2gfmR_kuWuU","B7203",,"59",,"0",,,,,,"2025-06-15T22:40:44.465Z","https://www.google.com/maps/search/comercio/@-36.7747513,-59.0866666,15z?hl=es-419","comercio","Provincia de Buenos Aires","Av. Gral. Paz 350","false","MinimercadoHG",,,"https://www.google.com/maps/search/?api=1&query=MinimercadoHG&query_place_id=ChIJ2fp8YQAnl5UR2gfmR_kuWuU","https://www.instagram.com/minimercadohg?igsh=cWExcW9oZGhpYXc1",
,,,,"true",,"true",,,,,,"true",,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,"Av. Pres. Juan Domingo Perón 357, B7203 BID, Provincia de Buenos Aires, Argentina","Tienda de alimentación",,,,"Tienda de alimentación","4990551946449668629","BID","true","AR",,,,,,"0x959727434a8bbc35:0x4542008de1444a15",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=JpcGNRJLxQkoDWQbAixkrg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=216.79271&pitch=0&thumbfov=100","1",,,"false","/g/11x2phprsn","es-419",,"-36.7713388","-59.0926854",,,,,,,,,,,,,,,,"false",,,,,,,,,,"ChIJNbyLSkMnl5URFUpE4Y0AQkU","B7203",,"58",,"0",,,,,,"2025-06-15T22:40:44.465Z","https://www.google.com/maps/search/comercio/@-36.7747513,-59.0866666,15z?hl=es-419","comercio","Provincia de Buenos Aires","Av. Pres. Juan Domingo Perón 357","false","SUPERMERCADO AL COSTO",,,"https://www.google.com/maps/search/?api=1&query=SUPERMERCADO%20AL%20COSTO&query_place_id=ChIJNbyLSkMnl5URFUpE4Y0AQkU",,
,,,,,,"true",,,,,,"true",,,,,,,,,,,"true",,"true",,,,,,"true",,,,,,,,,,,"Lavalle 1019, B7203 Rauch, Provincia de Buenos Aires, Argentina","Tienda general","Mercado",,,"Tienda general","15358290830327885073","Rauch","false","AR",,,,,,"0x959727d9cb317ff9:0xd5239c2372d52d11",,"https://lh3.googleusercontent.com/p/AF1QipPbQBevzm75eM_LIqalhpgvqQxjeFTvcCiqr8dn=w408-h408-k-no","2",,,"false","/g/11s95jwzn5","es-419",,"-36.7709537","-59.0866879",,,,,,,,,,,,,,,,"false","+54 249 432-6535","+542494326535",,,,,,,,"ChIJ-X8xy9knl5URES3VciOcI9U","B7203",,"62",,"0",,,,,,"2025-06-15T22:40:45.219Z","https://www.google.com/maps/search/comercio/@-36.7747513,-59.0866666,15z?hl=es-419","comercio","Provincia de Buenos Aires","Lavalle 1019","false","Elfrances - Ramos generales",,,"https://www.google.com/maps/search/?api=1&query=Elfrances%20-%20Ramos%20generales&query_place_id=ChIJ-X8xy9knl5URES3VciOcI9U","http://elfrances---ramos-generales.webnode.com/",
,,,,,,"true",,,,"true",,,,,"true",,,,,,,,,,,,,,,,"true",,,,,,,,,,,"Las Heras 438, B7203 Rauch, Provincia de Buenos Aires, Argentina","Tienda de ropa",,,,"Tienda de ropa","9181981321996144997","Rauch","false","AR",,,,,,"0x9597274bf7a5cc13:0x7f6cf35d37da1165",,"https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrR_ZoVJtVEGvcio4iVqga7WJ20pfXmS9J8nJSKGHHIwk6sHBM-5RKDi_QupESfYjA7mW9oqhnWaWaTFqLNaIrpBfDktWTs_o_VfBW9FMRQiVaIuv2yD52v6IfWipsRsOJ_A120=w408-h544-k-no","2",,,"false","/g/11mtjyhzdf","es-419",,"-36.7717876","-59.0964116",,"domingo","9 AM to 11:30 PM","lunes","9 AM to 11:30 PM","martes","9 AM to 11:30 PM","miércoles","9 AM to 11:30 PM","jueves","9 AM to 11:30 PM","viernes","9 AM to 11:30 PM","sábado","9 AM to 11:30 PM","false",,,,,,,,,,"ChIJE8yl90snl5URZRHaN13zbH8","B7203",,"57",,"8","8","0","0","0","0","2025-06-15T22:40:44.465Z","https://www.google.com/maps/search/comercio/@-36.7747513,-59.0866666,15z?hl=es-419","comercio","Provincia de Buenos Aires","Las Heras 438","false","Curvas","5",,"https://www.google.com/maps/search/?api=1&query=Curvas&query_place_id=ChIJE8yl90snl5URZRHaN13zbH8",,
,,,,"true",,,"true",,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,"B7203 Rauch, Provincia de Buenos Aires, Argentina","Tienda de alimentación",,,,"Tienda de alimentación","1680053215613589166","Rauch","true","AR",,,,,,"0x9597275ea2e7b4b7:0x1750bf7f906696ae",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=U3AB65UYOofHhdQmtHTvZw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=149.85896&pitch=0&thumbfov=100","1",,,"false","/g/11lf02v7hy","es-419",,"-36.773032","-59.0990525",,,,,,,,,,,,,,,,"false",,,,,,,,,,"ChIJt7Tnol4nl5URrpZmkH-_UBc",,,"56",,"0",,,,,,"2025-06-15T22:40:44.465Z","https://www.google.com/maps/search/comercio/@-36.7747513,-59.0866666,15z?hl=es-419","comercio","Provincia de Buenos Aires",,"false","Lo De Pini Autoservicio - Minimercado",,,"https://www.google.com/maps/search/?api=1&query=Lo%20De%20Pini%20Autoservicio%20-%20Minimercado&query_place_id=ChIJt7Tnol4nl5URrpZmkH-_UBc",,
